log_id,case_id,source,format_family,outcome_class,record_validity,entity_type,entity_type_validity,email_address,email_address_validity,resource_url,resource_url_validity,event_timestamp,event_timestamp_validity,tool,tool_validity,latitude,latitude_validity,longitude,longitude_validity,ip_address,ip_address_validity,action_phrase,action_phrase_validity,status,status_validity,secondary_values,scenario_tags,notes
216,GEN-00210,generated,F1,SUCCESS,VALID,user,VALID,ingrid.novak@example.com,VALID,/projects/alpha,VALID,2026-05-26 04:58:10,VALID,Firefox/125.0,VALID,12.937570,VALID,77.630114,VALID,2001:db8::9753,VALID,Authenticated successfully,VALID,ok,VALID,,coordinates_decimal;email_angle_wrapper;ipv6_short;resource_relative_portal;timestamp_no_timezone;timestamp_style_space,
217,GEN-00211,generated,F2,DECLINED,VALID,User,VALID,anita.haddad+ops@eu.corp.example.com,VALID,https://portal.corp.example.com/leave/apply,VALID,29/Jan/2026:02:56:03 +1000,VALID,Firefox/125.0,VALID,"33°50'42.0""S",VALID,"151°12'43.2""E",VALID,2001:0db8:6ddf:9319:42ca:32be:796c:af35,VALID,was blocked from accessing,VALID,DENIED,VALID,,coordinates_dms;email_plus_tag;ipv6_full;resource_https_portal;sentence_template_A;timestamp_style_apache,
218,GEN-00212,generated,F5,DECLINED,VALID,SERVICE_ACCOUNT,VALID,svc-deploy@infra.example.internal,VALID,/etc/ssh/sshd_config,VALID,2026/03/14 10:17:48,VALID,aws-cli/2.15.0,VALID,N40.71,VALID,W73.96,VALID,172.21.186.98,VALID,Request blocked,VALID,BLOCKED,VALID,,coordinates_hemi_prefix;resource_linux;timestamp_no_timezone;timestamp_style_ymd_slash,
219,GEN-00213,generated,F1,SUCCESS,VALID,GUEST,VALID,,MISSING,https://portal.corp.example.com/wiki/Onboarding,VALID,2026-03-15T00:19:51Z,VALID,Edge/124.0.2478.67,VALID,40.7049,VALID,-74.0302,VALID,10.129.171.163,VALID,ACCESS GRANTED,VALID,204,VALID,,coordinates_decimal;resource_https_portal;timestamp_style_iso_z,
220,GEN-00214,generated,F1,NEUTRAL,VALID,USER,VALID,kwame.kulkarni@example.com,VALID,/profile/settings,VALID,1772501777,VALID,MobileSafari/17.4.1,VALID,-23.5440,VALID,-46.6205,VALID,172.25.92.81,VALID,User logged out,VALID,SUCCESS,VALID,,compact_delimiters;coordinates_decimal;resource_relative_portal;timestamp_style_epoch_s,
221,EC-007,curated,F5,SUCCESS,VALID,BOT,VALID,,MISSING,http://10.20.0.15:8080/actuator/health,VALID,11-01-2026 00:00,VALID,kube-probe/1.29,VALID,,MISSING,,MISSING,10.20.0.3,VALID,Request allowed,VALID,OK,VALID,ip_like_in_resource=10.20.0.15,ambiguous_day_month_order;coordinates_absent;email_absent;ip_in_resource,
222,GEN-00215,generated,F1,SUCCESS,VALID,USER,VALID,nsharma@corp.example.com,VALID,https://portal.corp.example.com/reports/q1?id=8278,VALID,1776133888,VALID,Chrome/123.0.6312.122,VALID,-33.821,VALID,151.214,VALID,172.31.22.221,VALID,ACCESS GRANTED,VALID,OK,VALID,,coordinates_decimal;resource_https_portal;timestamp_style_epoch_s,
223,GEN-00216,generated,F1,DECLINED,VALID,User,VALID,kavya.zhang+test@example.com,VALID,https://portal.corp.example.com:8443/timesheets?id=5475,VALID,2026-03-06T15:41:21Z,VALID,Safari/17.4.1,VALID,"64°11'24.3""N",VALID,"21°58'20.9""W",VALID,2001:db8:acf8:116b::2e03,VALID,access denied,VALID,403,VALID,,coordinates_dms;email_angle_wrapper;email_plus_tag;ipv6_compressed;resource_https_portal;timestamp_style_iso_z,
224,GEN-00217,generated,F3,SUCCESS,VALID,api-client,VALID,api-client-6046@partners.example.net,VALID,/api/v1/users/95468/roles,VALID,Mar 14 14:33:05,VALID,curl/8.4.0,VALID,19.0779,VALID,72.8303,VALID,203.0.113.121,VALID,permitted,VALID,SUCCESS,VALID,,coordinates_decimal;entity_hyphenated;resource_relative_api;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
225,EC-008,curated,F1,DECLINED,INVALID,contractor,INVALID,lucas.silva@vendor.example.net,VALID,https://portal.corp.example.com/finance/ledger,VALID,2026-01-12T09:30:00Z,VALID,Edge/124.0.2478.67,VALID,-23.5505,VALID,-46.6333,VALID,198.51.100.140,VALID,Access denied,VALID,DENIED,VALID,,entity_unknown_value,'contractor' is not one of the known entity types.
226,GEN-00218,generated,F1,SUCCESS,VALID,admin,VALID,aisha.kulkarni+audit@corp.example.com,VALID,/admin/users?page=2,VALID,2026-04-21T07:38:13+05:30,VALID,Firefox/125.0,VALID,18.4771,VALID,73.8247,VALID,198.51.100.148,VALID,Login successful,VALID,302,VALID,,coordinates_decimal;email_plus_tag;resource_relative_admin;timestamp_style_iso_offset,
227,GEN-00219,generated,F1,SUCCESS,VALID,GUEST,VALID,guest_6953@example.com,VALID,/public/brochure.pdf,VALID,2026-05-16T13:09:43.015Z,VALID,Edge/124.0.2478.67,VALID,40.6674,VALID,-73.9797,VALID,2001:db8:69a4:89bd::327f,VALID,Authenticated successfully,VALID,ok,VALID,,coordinates_decimal;ipv6_compressed;resource_relative_public;timestamp_style_iso_ms_z,
228,GEN-00220,generated,F3,SUCCESS,VALID,admin,VALID,mateo.dlamini+audit@corp.example.com,VALID,/admin/users?page=19,VALID,Jun 17 11:54:03,VALID,Firefox/125.0,VALID,51.5308,VALID,-0.1685,VALID,198.51.100.175,VALID,request permitted,VALID,OK,VALID,,coordinates_combined_string;coordinates_decimal;email_plus_tag;resource_relative_admin;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
229,GEN-00221,generated,F3,SUCCESS,VALID,customer,VALID,kwame.kulkarni20@example.com,VALID,/cart,VALID,2026-03-21T18:51:58.310Z,VALID,Firefox/125.0,VALID,40.7237,VALID,-74.0087,VALID,203.0.113.178,VALID,login successful,VALID,200,VALID,,coordinates_decimal;coordinates_json_object;json_spaced;resource_relative_shop;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
230,GEN-00222,generated,F5,DECLINED,VALID,API_CLIENT,VALID,INTEGRATION.ORBIT@PARTNERS.EXAMPLE.NET,VALID,,MISSING,2026/01/30 00:12:15,VALID,,MISSING,18.48267 N,VALID,73.88444 E,VALID,2001:db8:5a19:f4f6::c10f,VALID,LOGIN FAILED,VALID,FAIL,VALID,,coordinates_hemi_suffix;email_uppercase;ipv6_compressed;timestamp_no_timezone;timestamp_style_ymd_slash,
231,GEN-00223,generated,F5,SUCCESS,VALID,USER,VALID,meera.nair@example.com,VALID,/documents/policies?id=5224,VALID,02-02-2026 05:39,VALID,MobileSafari/17.4.1,VALID,1.34572,VALID,103.81550,VALID,192.168.180.229,VALID,Login successful,VALID,OK,VALID,,coordinates_decimal;resource_relative_portal;timestamp_no_timezone;timestamp_style_dmy_hm,
232,GEN-00224,generated,F3,SUCCESS,VALID,api-client,VALID,api-client-7345@partners.example.net,VALID,https://api.example.com/api/v2/orders/75079?expand=items,VALID,Feb 17 05:33:09,VALID,insomnia/8.6.1,VALID,18.52,VALID,73.87,VALID,198.51.100.59,VALID,authentication succeeded,VALID,SUCCESS,VALID,,coordinates_decimal;entity_hyphenated;resource_https_api;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
233,GEN-00225,generated,F2,DECLINED,VALID,Customer,VALID,wandersen@shop.example.org,VALID,https://shop.example.org/wishlist,VALID,01/08/2026 01:19:17 AM,VALID,Firefox/125.0,VALID,40.6810,VALID,-74.0229,VALID,192.168.123.113,VALID,attempted unauthorized access to,VALID,REJECTED,VALID,,ambiguous_day_month_order;coordinates_decimal;email_angle_wrapper;resource_https_shop;resource_trailing_punctuation;sentence_template_C;timestamp_no_timezone;timestamp_style_us_12h,
234,GEN-00226,generated,F3,DECLINED,VALID,user,VALID,,MISSING,https://portal.corp.example.com/calendar,VALID,Apr  7 20:07:19,VALID,,MISSING,18.5322,VALID,73.8539,VALID,10.99.15.124,VALID,blocked by policy,VALID,BLOCKED,VALID,,coordinates_decimal;coordinates_geojson_lon_lat_order;resource_https_portal;syslog_rfc3164;syslog_space_padded_day;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
235,GEN-00227,generated,F4,NEUTRAL,VALID,ADMIN,VALID,arjun.tanaka18@corp.example.com,VALID,https://admin.corp.example.com:8443/iam/roles,VALID,09/May/2026:04:22:22 +1000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,-33.9060,VALID,151.2279,VALID,2001:db8:32b:8785::d9b1,VALID,Password reset requested,VALID,202,VALID,,coordinates_decimal;email_angle_wrapper;ipv6_compressed;resource_https_admin;timestamp_style_apache;user_agent_full,
236,GEN-00228,generated,F1,NEUTRAL,VALID,User,VALID,mateo.r.dlamini@corp.example.com,VALID,/home,VALID,2026-03-20 11:58:51,VALID,Chrome/123.0.6312.122,VALID,-22.8677,VALID,-43.1814,VALID,2001:db8:6989:83ee::6ae6,VALID,Session timeout,VALID,401,VALID,,coordinates_decimal;ipv6_compressed;resource_relative_portal;timestamp_no_timezone;timestamp_style_space,
237,GEN-00229,generated,F4,DECLINED,VALID,USER,VALID,ELENA.KHAN@EXAMPLE.CO.UK,VALID,/reports/q1?id=1835,VALID,13/Feb/2026:01:28:21 -0300,VALID,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,VALID,-22.941,VALID,-43.164,VALID,203.0.113.18,VALID,Login failed,VALID,401,VALID,,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;email_multi_part_tld;email_uppercase;resource_relative_portal;timestamp_style_apache;user_agent_full,
238,GEN-00230,generated,F4,DECLINED,VALID,User,VALID,kwame_menon@example.com,VALID,/leave/apply?id=7222,VALID,07/Apr/2026:10:46:24 +0900,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67",VALID,35.6653332,VALID,139.6119358,VALID,10.66.241.44,VALID,Login failed,VALID,401,VALID,client_port=18535;ip_like_in_tool=124.0.0.0,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;ip_like_in_tool;ip_with_port;resource_relative_portal;timestamp_style_apache;user_agent_full,
239,GEN-00231,generated,F4,SUCCESS,VALID,Service Account,VALID,svc-etl@infra.example.internal,VALID,https://vault.corp.example.com/secrets/prod,VALID,2026-02-02T19:17:04+05:30,VALID,python-requests/2.31.0,VALID,18.565725,VALID,73.888635,VALID,2001:db8:b251:6744::3251,VALID,Access granted,VALID,201,VALID,,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;entity_multi_word;ipv6_compressed;resource_https_internal;timestamp_style_iso_offset,
240,GEN-00232,generated,F4,SUCCESS,VALID,USER,VALID,anita.menon@corp.example.com,VALID,/wiki/Onboarding,VALID,05/May/2026:11:48:36 +1000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",VALID,-33.830,VALID,151.251,VALID,192.168.217.14,VALID,Authorized,VALID,204,VALID,client_port=37719;referer_url=https://sso.example.com/login;ip_like_in_tool=123.0.0.0,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;ip_like_in_tool;ip_with_port;referer_url_present;resource_relative_portal;timestamp_style_apache;user_agent_full,
241,GEN-00233,generated,F2,SUCCESS,VALID,User,VALID,vikram.sharma@example.com,VALID,https://portal.corp.example.com:8443/home?id=3958,VALID,2026-03-24T04:00:07Z,VALID,Safari/17.4.1,VALID,N18.535,VALID,E73.851,VALID,172.23.98.221,VALID,successfully accessed,VALID,,MISSING,,coordinates_hemi_prefix;resource_https_portal;sentence_template_B;timestamp_style_iso_z,
242,GEN-00234,generated,F2,SUCCESS,VALID,Service Account,VALID,,MISSING,https://vault.corp.example.com/secrets/prod,VALID,02/14/2026 08:28:12 AM,VALID,aws-cli/2.15.0,VALID,N12.9518,VALID,E77.5637,VALID,2001:db8::c5b3,VALID,was allowed to access,VALID,,MISSING,,coordinates_hemi_prefix;email_absent_anonymous;entity_multi_word;ipv6_short;resource_https_internal;sentence_template_B;timestamp_no_timezone;timestamp_style_us_12h,
243,EC-009,curated,F1,SUCCESS,VALID,,MISSING,sofia.garcia@mail.example.org,VALID,https://mail.example.org/inbox,VALID,2026-01-13T11:11:11Z,VALID,Safari/17.4.1,VALID,40.7128,VALID,-74.0060,VALID,192.0.2.44,VALID,Login successful,VALID,OK,VALID,,entity_absent,
244,EC-010,curated,F1,SUCCESS,VALID,N/A,PLACEHOLDER,olivia.brown@shop.example.org,VALID,/account/orders,VALID,2026-01-14T16:40:27Z,VALID,Chrome/124.0.6367.91,VALID,,MISSING,,MISSING,198.51.100.9,VALID,Access granted,VALID,SUCCESS,VALID,,coordinates_absent;entity_key_type;entity_placeholder,
245,GEN-00235,generated,F1,DECLINED,VALID,USER,VALID,yuki.menon@mail.example.org,VALID,https://portal.corp.example.com/profile/settings,VALID,2026-04-26T01:22:24.791Z,VALID,Chrome/123.0.6312.122,VALID,-33.9142,VALID,151.2025,VALID,198.51.100.13,VALID,Login failed,VALID,401,VALID,,compact_delimiters;coordinates_decimal;resource_https_portal;timestamp_style_iso_ms_z,
246,GEN-00236,generated,F4,SUCCESS,VALID,ADMIN,VALID,fatima.sharma52@corp.example.com,VALID,/admin/roles/2994,VALID,2026-02-13 17:09:03.313,VALID,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,VALID,19.0715,VALID,72.9015,VALID,::ffff:192.0.2.232,VALID,Request allowed,VALID,200,VALID,,coordinates_combined_field;coordinates_decimal;email_angle_wrapper;ipv6_ipv4_mapped;resource_relative_admin;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
247,GEN-00237,generated,F1,SUCCESS,VALID,Customer,VALID,wei.tanaka@mail.example.co.uk,VALID,/orders/41028,VALID,1768246008,VALID,Firefox/124.0.2,VALID,64.1136,VALID,-21.9118,VALID,2001:0db8:7cfb:0f54:4a12:8d84:ac37:87bc,VALID,access granted,VALID,201,VALID,,coordinates_decimal;email_multi_part_tld;field_order_varied;ipv6_full;resource_relative_shop;timestamp_style_epoch_s,
248,GEN-00238,generated,F3,SUCCESS,VALID,user,VALID,meera.desai@corp.example.com,VALID,/profile/settings,VALID,Feb 23 18:15:17,VALID,Chrome/124.0.6367.91,VALID,,MISSING,,MISSING,203.0.113.109,VALID,login successful,VALID,ok,VALID,,resource_relative_portal;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
249,GEN-00239,generated,F2,SUCCESS,VALID,Admin,VALID,VIKRAM.SHARMA@HQ.EXAMPLE.NET,VALID,/admin/roles/28456,VALID,2026-02-03T18:54:21Z,VALID,Chrome/123.0.6312.122,VALID,51.468756,VALID,-0.097420,VALID,10.114.102.200,VALID,successfully accessed,VALID,ALLOWED,VALID,,coordinates_decimal;email_display_name_wrapper;email_uppercase;resource_relative_admin;sentence_template_A;timestamp_style_iso_z,
250,GEN-00240,generated,F3,SUCCESS,VALID,user,VALID,SNEHA.WILSON@CORP.EXAMPLE.COM,VALID,/projects/alpha,VALID,Mar  9 21:40:33,VALID,Chrome/124.0.6367.91,VALID,-23.502061,VALID,-46.683235,VALID,2001:db8:e5:fda8::2a43,VALID,login successful,VALID,200,VALID,,coordinates_decimal;coordinates_json_object;email_uppercase;ipv6_compressed;json_spaced;resource_relative_portal;status_numeric_json;syslog_rfc3164;syslog_space_padded_day;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
251,GEN-00241,generated,F4,DECLINED,VALID,User,VALID,rahul.kulkarni+2026@corp.example.com,VALID,https://portal.corp.example.com/calendar?id=3244,VALID,07/Feb/2026:21:41:31 +0530,VALID,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0,VALID,18.4967,VALID,73.8287,VALID,2001:db8::e639,VALID,Blocked by WAF policy,VALID,403,VALID,client_port=42013,coordinates_combined_field;coordinates_decimal;email_angle_wrapper;email_plus_tag;ip_with_port;ipv6_short;resource_https_portal;timestamp_style_apache;user_agent_full,
252,GEN-00242,generated,F5,SUCCESS,VALID,SERVICE_ACCOUNT,VALID,svc-monitoring@infra.example.internal,VALID,s3://tf-state/prod/network.tfstate,VALID,03-02-2026 23:33:15,VALID,aws-cli/2.15.0,VALID,,MISSING,,MISSING,192.168.161.219,VALID,ACCESS PERMITTED,VALID,ok,VALID,,ambiguous_day_month_order;resource_s3;status_lowercase;timestamp_no_timezone;timestamp_style_dmy_hms,
253,GEN-00243,generated,F1,SUCCESS,VALID,SERVICE_ACCOUNT,VALID,svc-monitoring@infra.example.internal,VALID,s3://analytics-raw/events/dt=2026-04-03/part-99855.snappy.parquet,VALID,2026-05-28T16:49:58+05:30,VALID,Ansible 2.16.4,VALID,18.4968237,VALID,73.8147783,VALID,172.24.129.219,VALID,access granted,VALID,ALLOWED,VALID,,coordinates_decimal;date_in_resource;field_order_varied;resource_s3;timestamp_style_iso_offset,
254,GEN-00244,generated,F2,SUCCESS,VALID,Customer,VALID,,MISSING,/returns/26178,VALID,04/27/2026 03:27:41 AM,VALID,Chrome/124.0.6367.91,VALID,1.3232,VALID,103.8132,VALID,2001:db8:4bc:ffd4::64e0,VALID,successfully accessed,VALID,200 OK,VALID,,coordinates_decimal;email_absent_anonymous;ipv6_compressed;resource_relative_shop;sentence_template_A;timestamp_no_timezone;timestamp_style_us_12h,
255,EC-011,curated,F1,DECLINED,INVALID,USER,VALID,john..doe@corp.example.com,INVALID,https://portal.corp.example.com/login,VALID,2026-01-15T07:05:55Z,VALID,Chrome/124.0.6367.91,VALID,,MISSING,,MISSING,192.168.10.77,VALID,Login failed,VALID,FAILED,VALID,,email_consecutive_dots,
256,GEN-00245,generated,F4,NEUTRAL,INVALID,VENDOR,INVALID,kavya.menon@corp.example.com,VALID,https://portal.corp.example.com/documents/policies,VALID,14/May/2026:15:06:02 +0530,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67",VALID,12.9449,VALID,77.6178,VALID,203.0.113.10,VALID,MFA challenge,VALID,401,VALID,client_port=50876;ip_like_in_tool=124.0.0.0,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;entity_unknown_value;ip_like_in_tool;ip_with_port;resource_https_portal;timestamp_style_apache;user_agent_full,
257,GEN-00246,generated,F4,DECLINED,INVALID,Customer,VALID,SIPHO.KHAN@SHOP.EXAMPLE.ORG,VALID,/cart,VALID,2026-05-07 25:61:47.462,INVALID,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,VALID,19.072052,VALID,72.877692,VALID,2001:db8:cf54:ca60::a0bd,VALID,Access denied: insufficient privileges,VALID,200,VALID,client_port=25974;referer_url=https://sso.example.com/login,coordinates_combined_field;coordinates_decimal;email_angle_wrapper;email_uppercase;ip_with_port;ipv6_compressed;referer_url_present;resource_relative_shop;status_action_conflict;timestamp_invalid_hour25;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
258,GEN-00247,generated,F4,SUCCESS,VALID,Service Account,VALID,-,PLACEHOLDER,https://artifacts.example.internal/releases/8.18.8.54/app-8.18.8.54.zip,VALID,2026-06-26 12:20:42.588,VALID,python-requests/2.31.0,VALID,19.10815,VALID,72.86292,VALID,172.21.151.208,VALID,Session started,VALID,200,VALID,client_port=52298;ip_like_in_resource=8.18.8.54,coordinates_decimal;coordinates_wkt_lon_lat_order;entity_multi_word;ip_like_in_resource;ip_with_port;resource_https_internal;timestamp_no_timezone;timestamp_style_space_ms,
259,GEN-00248,generated,F5,SUCCESS,VALID,USER,VALID,NADIA.ZHANG70@CORP.EXAMPLE.COM,VALID,https://portal.corp.example.com/payslips?id=4389,VALID,19-04-2026 12:40,VALID,Chrome/124.0.6367.91,VALID,51.5434,VALID,-0.1220,VALID,192.168.24.218,VALID,Access granted,VALID,ALLOWED,VALID,,coordinates_decimal;email_uppercase;resource_https_portal;timestamp_no_timezone;timestamp_style_dmy_hm,
260,GEN-00249,generated,F4,DECLINED,VALID,,MISSING,isabela.rao@corp.example.com,VALID,/dashboard?id=2483,VALID,22/Feb/2026:21:27:59 +0000,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67",VALID,64.195753,VALID,-21.977117,VALID,2001:db8:abce:cf80::85b,VALID,Blocked by WAF policy,VALID,403,VALID,client_port=61423;ip_like_in_tool=124.0.0.0,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;ip_like_in_tool;ip_with_port;ipv6_compressed;resource_relative_portal;timestamp_style_apache;user_agent_full,
261,GEN-00250,generated,F3,SUCCESS,VALID,admin,VALID,priya.smith@corp.example.com,VALID,/srv/data/exports/customers_2026-06-14.csv,VALID,2026-06-10T13:27:51.308Z,VALID,curl/8.4.0,VALID,1.3727,VALID,103.8318,VALID,2001:db8:1564:81fc::6569,VALID,permitted,VALID,200,VALID,,coordinates_decimal;coordinates_json_object;date_in_resource;ipv6_compressed;resource_linux;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
262,GEN-00251,generated,F5,DECLINED,VALID,CUSTOMER,VALID,ARJUN.ZHANG@SHOP.EXAMPLE.ORG,VALID,https://shop.example.org/checkout,VALID,2025/12/31 23:38:22,VALID,Edge/124.0.2478.67,VALID,-23.56483,VALID,-46.65805,VALID,198.51.100.228,VALID,LOGIN FAILED,VALID,fail,VALID,,coordinates_decimal;email_uppercase;resource_https_shop;timestamp_no_timezone;timestamp_style_ymd_slash,
263,GEN-00252,generated,F1,SUCCESS,VALID,USER,VALID,kwame.joshi@eu.corp.example.com,VALID,/reports/q1,VALID,1781627024778,VALID,Firefox/124.0.2,VALID,1.3256,VALID,103.8597,VALID,192.0.2.150,VALID,Request allowed,VALID,ALLOWED,VALID,,coordinates_decimal;field_order_varied;resource_relative_portal;timestamp_style_epoch_ms,
264,GEN-00253,generated,F2,DECLINED,VALID,Bot,VALID,synthetic-probe@infra.example.internal,VALID,/healthz,VALID,2026-05-06T17:13:25Z,VALID,kube-probe/1.29,VALID,N18.486649,VALID,E73.903061,VALID,172.22.245.230,VALID,was denied access to,VALID,FAILED,VALID,,coordinates_hemi_prefix;resource_relative_health;sentence_template_A;timestamp_style_iso_z,
265,GEN-00254,generated,F1,SUCCESS,VALID,USER,VALID,noah.ivanova@eu.corp.example.com,VALID,/leave/apply,VALID,2026-06-05T03:48:40Z,VALID,Chrome/123.0.6312.122,VALID,19.07,VALID,72.83,VALID,2001:db8::1cf6,VALID,Permission granted,VALID,SUCCESS,VALID,,coordinates_decimal;ipv6_short;resource_relative_portal;timestamp_style_iso_z,
266,GEN-00255,generated,F4,DECLINED,VALID,USER,VALID,fatima.brown7@example.com,VALID,https://portal.corp.example.com/profile/settings,VALID,2026-02-07 19:55:14.477,VALID,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,VALID,,MISSING,,MISSING,172.29.149.153,VALID,Blocked by WAF policy,VALID,403,VALID,,email_angle_wrapper;resource_https_portal;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
267,GEN-00256,generated,F1,DECLINED,VALID,user,VALID,amara.dlamini39@example.com,VALID,https://portal.corp.example.com/home,VALID,2026-06-25T04:17:22Z,VALID,,MISSING,18.5455,VALID,73.8135,VALID,2001:db8:a85a:8a5c::8370,VALID,Unauthorized attempt,VALID,DENIED,VALID,,compact_delimiters;coordinates_decimal;empty_value;ipv6_compressed;resource_https_portal;timestamp_style_iso_z,
268,GEN-00257,generated,F1,SUCCESS,VALID,api-client,VALID,api-client-1281@partners.example.net,VALID,https://api.example.com/api/v2/invoices?status=open&page=5,VALID,2026-04-04 14:08:26,VALID,python-requests/2.31.0,VALID,18.51,VALID,73.83,VALID,192.0.2.189,VALID,Permission granted,VALID,SUCCESS,VALID,,coordinates_decimal;entity_hyphenated;resource_https_api;timestamp_no_timezone;timestamp_style_space,
269,GEN-00258,generated,F3,DECLINED,VALID,customer,VALID,sneha.silva@example.com,VALID,/account,VALID,May 21 16:55:10,VALID,,MISSING,40.669707,VALID,-74.055602,VALID,10.59.137.21,VALID,permission denied,VALID,403,VALID,,coordinates_decimal;coordinates_json_object;resource_relative_shop;status_numeric_json;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
270,GEN-00259,generated,F2,SUCCESS,VALID,User,VALID,mateo.ivanova@hq.example.net,VALID,https://portal.corp.example.com/wiki/Onboarding,VALID,2026-05-16T18:56:14Z,VALID,Chrome/123.0.6312.122,VALID,18.5557,VALID,73.8986,VALID,10.222.112.143,VALID,successfully accessed,VALID,,MISSING,,coordinates_decimal;resource_https_portal;sentence_template_B;timestamp_style_iso_z,
271,GEN-00260,generated,F4,DECLINED,VALID,User,VALID,elena.joshi@corp.example.com,VALID,/profile/settings,VALID,2026-01-09 15:29:09.231,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",VALID,35.7116,VALID,139.6026,VALID,2001:0db8:4e29:1616:cd46:1b6f:f7bf:0d41,VALID,Login failed,VALID,401,VALID,ip_like_in_tool=124.0.0.0,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;ip_like_in_tool;ipv6_full;resource_relative_portal;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
272,GEN-00261,generated,F3,DECLINED,VALID,user,VALID,sofia-li@mail.example.org,VALID,/profile/settings,VALID,2026-04-07T11:49:04.068Z,VALID,Chrome/124.0.6367.91,VALID,18.52471,VALID,73.84374,VALID,203.0.113.208,VALID,authentication failed,VALID,401,VALID,,coordinates_decimal;resource_relative_portal;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
273,GEN-00262,generated,F3,SUCCESS,VALID,user,VALID,kenji.t.ivanova@mail.example.org,VALID,/reports/q2?id=5288,VALID,May 18 08:12:16,VALID,Firefox/125.0,VALID,-1.2498,VALID,36.8391,VALID,203.0.113.211,VALID,request permitted,VALID,ALLOWED,VALID,,coordinates_combined_string;coordinates_decimal;resource_relative_portal;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
274,GEN-00263,generated,F3,NEUTRAL,VALID,api_client,VALID,,MISSING,/api/v1/users/57538/roles,VALID,Mar 28 06:19:24,VALID,Go-http-client/1.1,VALID,40.7411,VALID,-74.0298,VALID,192.0.2.184,VALID,token expired,VALID,,MISSING,,coordinates_decimal;coordinates_json_object;resource_relative_api;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
275,GEN-00264,generated,F2,SUCCESS,VALID,Customer,VALID,amara.rossi@mail.example.co.uk,VALID,/account,VALID,12/Jun/2026:07:30:06 +1000,VALID,Firefox/125.0,VALID,-33.914,VALID,151.181,VALID,172.23.132.87,VALID,logged in to,VALID,SUCCESS,VALID,,coordinates_decimal;email_multi_part_tld;resource_relative_shop;sentence_template_A;timestamp_style_apache,
